medicine_name,public_price_lbp,public_price_usd,agent_name,is_subsidized,subsidy_category,registration_no,strength,presentation
"BETNOVATE",235172,2.63,"Abela Frères S.A.L.",1,"Stratum A1","236445/98","0.1%","30ml"
"BETNOVATE",279519,3.12,"Abela Frères S.A.L.",1,"Stratum A1","27179","0.1% w/w","30g"
"BETNOVATE",279519,3.12,"Abela Frères S.A.L.",1,"Stratum A1","27180","0.1% w/w","30g"
"BEVACIREL",49744595,555.81,"Levant Pulse SARL",1,"Stratum E1","106923/1","400mg/16ml","1Vial"
"BEVACIREL",14719570,164.46,"Levant Pulse SARL",0,"Stratum D","107023/1","100mg/4ml","1Vial"
"BEVACOL 135",532162,5.95,"C. Catafago & Co",1,"Stratum A1","208672/03","135mg","48"
"BGLAU",638325,7.13,"Abela Frères S.A.L.",1,"Stratum A1","129018/1","","5ml"
"BIAFINE",524099,5.86,"Biopharm",1,"Stratum A1","27703","","100ml/93g"
"BICALUTAMIDE ACCORD",1382814,15.45,"Mediterranean Pharmaceutical Company",1,"Stratum A2","103816/1","50mg","28"
"BICALUTAMIDE BIOGARAN",4315078,48.21,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum B","51722/1","50mg","30"
"BICALUTAMIDE GP PHARM",1306215,14.59,"Mediterranean Pharmaceutical Company",1,"Stratum A2","111122/1","50mg","28"
"BICAMIDE",1451753,16.22,"Nobel Pharm Plus SARL",1,"Stratum B","222451/08","50mg","28"
"BIKTARVY",76569138,855.52,"Khalil Fattal & Fils S.A.L.",1,"Stratum E1","173218/1","50mg/200mg/25mg","30"
"BINOCRIT",16325433,182.41,"Khalil Fattal & Fils S.A.L.",0,"Stratum D","166905/11","10,000IU/ml","6 Prefilled syringes"
"BINOCRIT",5582795,62.38,"Khalil Fattal & Fils S.A.L.",1,"Stratum C","166903/11","4,000IU/0.4ml","6 Prefilled syringes"
"BINOCRIT",11726826,131.03,"Khalil Fattal & Fils S.A.L.",0,"Stratum D","97990/12","40,000IU/ml","1 Prefilled syringe"
"BINOCRIT",6803873,76.02,"Khalil Fattal & Fils S.A.L.",1,"Stratum B","166901/11","2,000IU/ml","6 Prefilled syringes"
"BINOSTO",1709368,19.10,"Interpharma S.A.L.",1,"Stratum B","103119/1","70mg","4"
"BIOCARBON",1158392,12.94,"Mersaco",1,"Stratum A2","113717/1","250mg","50"
"BIO-D3 25000IU",1130108,12.63,"Benta Trading Co s.a.l.",1,"Stratum A2","79318/1","25.000IU","15"
"BIO-D3 25000IU",2147588,24.00,"Benta Trading Co s.a.l.",1,"Stratum B","14519/1","25.000IU","30"
"BIODAL",1110014,12.40,"Macromed S.A.R.L.",1,"Stratum A2","59216/1","50,000IU","12"
"BIODROXIL",496382,5.55,"Khalil Fattal & Fils S.A.L.",1,"Stratum A1","1216/1","500mg","12"
"BIODROXIL",1091442,12.19,"Khalil Fattal & Fils S.A.L.",1,"Stratum A2","1316/1","1000mg","12"
"BIOGEST",2328879,26.02,"Premium Serve Drugstore Co. P.S.D. SAL",1,"Stratum B","219474/10","100mg","10Ampoules x 2ml"
"BIOGEST",1804780,20.17,"Premium Serve Drugstore Co. P.S.D. SAL",1,"Stratum B","166972/11","200mg","30"
"BIOGEST",1083137,12.10,"Premium Serve Drugstore Co. P.S.D. SAL",1,"Stratum A2","118424/1","400mg","15"
"BIOLASOMIDE",181419,2.03,"BroadMed SAL",1,"Stratum A1","113621/1","40mg","50"
"BIPAX",363477,4.06,"Medapharm Healthcare SAL",1,"Stratum A1","194794/05","","30"
"BI-PRETERAX ARGININE",452875,5.06,"Khalil Fattal & Fils S.A.L.",1,"Stratum A1","221706/08","5mg/1.25mg","30"
"BI-PRETERAX ARGININE",765990,8.56,"Khalil Fattal & Fils S.A.L.",1,"Stratum A2","166647/11","10mg/2.5mg","30"
"BI-PROFENID LP",392402,4.38,"Mersaco",1,"Stratum A1","167844/11","100mg","20"
"BISCORDEX",406992,4.55,"Medi drug International SAL (MDI)",1,"Stratum A1","24945/07","5mg","30"
"BISCORDEX",789667,8.82,"Medi drug International SAL (MDI)",1,"Stratum A2","24944/07","10mg","30"
"BISCORDEX PLUS",723115,8.08,"Medi drug International SAL (MDI)",1,"Stratum A1","166532/11","","30"
"BISOCOR 10",460746,5.15,"Benta Trading Co s.a.l.",1,"Stratum A2","24718/07","10mg","30"
"BISOCOR 2.5",207336,2.32,"Benta Trading Co s.a.l.",1,"Stratum A1","35223/1","2.5mg","30"
"BISOCOR 5",345560,3.86,"Benta Trading Co s.a.l.",1,"Stratum A1","24714/07","5mg","30"
"BISOCOR 5",345560,3.86,"Benta Trading Co s.a.l.",1,"Stratum A1","35123/1","5mg","30"
"BISOCOR 5 PLUS",678321,7.58,"Benta Trading Co s.a.l.",1,"Stratum A1","222455/08","5mg/12.5mg","30"
"BISOPROLOL NORMON",321178,3.59,"Droguerie Phenicia",1,"Stratum A1","23881/07","5mg","30"
"BISOPROLOL NORMON",372244,4.16,"Droguerie Phenicia",1,"Stratum A1","23882/07","10mg","30"
"BISOPROLOL NORMON",235172,2.63,"Droguerie Phenicia",1,"Stratum A1","66314/1","2.5mg","28"
"BISOPROLOL QUIVER LAB",292958,3.27,"Darapharma S.A.L.",1,"Stratum A1","121720/1","2.5mg","30"
"BISOPROLOL QUIVER LAB",544256,6.08,"Darapharma S.A.L.",1,"Stratum A1","121820/1","3.75mg","30"
"BISOPROLOL QUIVER LAB",544256,6.08,"Darapharma S.A.L.",1,"Stratum A1","121920/1","7.5mg","30"
"BISOPROLOL QUIVER LAB",264737,2.96,"Darapharma S.A.L.",1,"Stratum A1","57824/1","5mg","30"
"BISOPROLOL QUIVER LAB",526786,5.89,"Darapharma S.A.L.",1,"Stratum A1","57924/1","10mg","30"
"BISOPROLOL REF",272800,3.05,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum A1","72222/1","2.5mg","30"
"BISOPROLOL REF",272800,3.05,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum A1","72422/1","5mg","30"
"BISOPROLOL REF",544256,6.08,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum A1","72322/1","10mg","30"
"BIVASTINA 100",22840337,255.20,"Benta Trading Co s.a.l.",0,"Stratum D","96721/1","100mg/4ml","2Vials"
"BIVASTINA 100",12021318,134.32,"Benta Trading Co s.a.l.",0,"Stratum D","130823/1","100mg/4ml","1Vial"
"BIVASTINA 400",92353609,1,031.88,"Benta Trading Co s.a.l.",1,"Stratum E2","96821/1","400mg/16ml","2Vials"
"BIVASTINA 400",53111763,593.43,"Benta Trading Co s.a.l.",1,"Stratum E1","6524/1","400mg/16ml","1Vial"
"BLASTOFERON",55847685,624.00,"Droguerie Phenicia",1,"Stratum E1","57317/1","44mcg","12 disposable Prefilled syringes"
"BLASTOFERON",40725735,455.04,"Droguerie Phenicia",1,"Stratum E1","57217/1","22mcg","12 disposable Prefilled syringes"
"BLEO-CELL",3817857,42.66,"Drugstore 3U S.A.R.L.",1,"Stratum B","186649/13","15mg","1Vial"
"BLEOCIN",2109833,23.57,"Mediterranean Pharmaceutical Company",1,"Stratum B","23825/1","15U","1Vial"
"BLINCYTO",239128127,2,671.82,"Mersaco",1,"Stratum E2","161415/1","35mcg","1 Single use Vial for Intavenous infusion"
"BLOKIUM 100MG",377620,4.22,"Droguerie Phenicia",1,"Stratum A1","27946/95","100mg","30"
"BLOKIUM 50MG",186794,2.09,"Droguerie Phenicia",1,"Stratum A1","27945/95","50mg","30"
"BLOPRESS",806306,9.01,"Abela Frères S.A.L.",1,"Stratum A2","405698/00","8mg","28"
"BLOPRESS",1040134,11.62,"Abela Frères S.A.L.",1,"Stratum A2","974041/02","16mg","28"
"BLOPRESS PLUS 16MG",1040134,11.62,"Abela Frères S.A.L.",1,"Stratum A2","23609/06","","28"
"BLOPRESS PLUS 8MG",806306,9.01,"Abela Frères S.A.L.",1,"Stratum A2","24537/07","","28"
"BLOVEK",511940,5.72,"Droguerie de l'Union",1,"Stratum A1","114621/1","5mg","30"
"BODERM",749992,8.38,"Benta Trading Co s.a.l.",1,"Stratum A2","97115/1","250mg","15"
"BONAFOR",383955,4.29,"Pharmaline S.A.L.",1,"Stratum A1","4019/1","150mg","1"
"BONDRONAT",383955,4.29,"Omnipharma",1,"Stratum A1","28719/1","6mg/6ml","1vial"
"868,19.35,D,278.93,Atnahs Pharma UK Limited,UK,8/11/2026",383955,4.29,"Omnipharma",1,"Stratum A1","963","6mg/6ml","1vial"
"BONTEO",17383843,194.23,"Food & Drug Corporation FDC",0,"Stratum D","14223/1","20mcg/80mcl per dose","1prefilled pen"
"BONVIVA",1265900,14.14,"Omnipharma",1,"Stratum A2","40219/1","150mg","1"
"BOOSTRIX",1394909,15.59,"Abela Frères S.A.L.",1,"Stratum A2","218895/09","","1 Prefilled syringe 0.5ml + 2 needles"
"BORCADE",11020381,123.13,"Benta Trading Co s.a.l.",0,"Stratum D","186162/13","3.5mg","1 vial"
"BORCADE",11020381,123.13,"Benta Trading Co s.a.l.",0,"Stratum D","189319/1","3.5mg","1 vial"
"BORTEZOMIB ACCORD",13007658,145.34,"Mediterranean Pharmaceutical Company",1,"Stratum C","146117/1","3.5mg","1Vial"
"BORTEZOMIB NEAPOLIS",14169600,158.32,"Medis Pharm Drugstore",0,"Stratum D","87420/1","3.5mg","box of 1Vial of 10ml"
"BORTEZOMIB PHARMINICIO",13007658,145.34,"Mediterranean Pharmaceutical Company",1,"Stratum C","110122/1","3.5mg","1Vial"
"BORTEZOMIB SHILPA",9902420,110.64,"Levant Pulse SARL",1,"Stratum C","128824/1","3.5mg","1Vial"
"BORTEZOMIB SPC",15743401,175.90,"Advanced Healthcare Services SAL",0,"Stratum D","177320/1","3.5mg","1Vial"
"BOSENTAN ARROW",51483159,575.23,"Darapharma S.A.L.",1,"Stratum E1","179517/1","62.5mg","56"
"BOSENTAN ARROW",51483159,575.23,"Darapharma S.A.L.",1,"Stratum E1","179417/1","125mg","56"
"BOSULIF",35663747,398.48,"Droguerie Fattal  S.A.L.",0,"Stratum D","60519/1","100mg","28"
"BOSULIF",123564667,1,380.61,"Droguerie Fattal  S.A.L.",1,"Stratum E2","60619/1","400mg","28"
"BOSULIF",154453246,1,725.73,"Droguerie Fattal  S.A.L.",1,"Stratum E2","60719/1","500mg","28"
"BOTOX",18625995,208.11,"Mersaco",0,"Stratum D","405431/00","100 Allergan units","1Vial"
"BOTOX",18625995,208.11,"Mersaco",0,"Stratum D","137822/1","100 Allergan units","1Vial"
"BOTOX",18625995,208.11,"Mersaco",0,"Stratum D","208025/1","100 Allergan units","1Vial"
"BRADIREM",18625995,208.11,"Droguerie Columbus",0,"Stratum D","173618/1","5mg","56"
"203,23.08,A2,12.67,Remedica Ltd",18625995,208.11,"Droguerie Columbus",0,"Stratum D","134","5mg","56"
"203,23.08,A2,12.67,Remedica Ltd",18625995,208.11,"Droguerie Columbus",0,"Stratum D","134","5mg","56"
"BRADIREM",18625995,208.11,"Droguerie Columbus",0,"Stratum D","173518/1","7.5mg","56"
"203,23.08,A2,12.67,Remedica Ltd",18625995,208.11,"Droguerie Columbus",0,"Stratum D","134","7.5mg","56"
"203,23.08,A2,12.67,Remedica Ltd",18625995,208.11,"Droguerie Columbus",0,"Stratum D","134","7.5mg","56"
"BRAFTOVI",70084833,783.07,"Droguerie Fattal  S.A.L.",1,"Stratum E1","108622/1","50mg","28"
"BRAFTOVI",149227143,1,667.34,"Droguerie Fattal  S.A.L.",1,"Stratum E2","108722/1","75mg","42"
"BRAVIGO",1237679,13.83,"Nobel Pharm Plus SARL",1,"Stratum A2","79620/1","7.5mg","56"
"BRAVIGO",1237679,13.83,"Nobel Pharm Plus SARL",1,"Stratum A2","79520/1","5mg","56"
"BREXIN",487815,5.45,"Sadco",1,"Stratum A1","135268","","20"
"BREZTRI AEROSPHERE",6705774,74.92,"Omnipharma",1,"Stratum B","52622/1","5mcg/7.2mcg/160mcg","1inhaler 120actuations Dessicated flow path (DFP)"
"BRIDION",54230830,605.93,"Droguerie de l'Union",1,"Stratum E1","22615/1","100mg/ml","10vialsx2ml"
"BRILINTA",5544694,61.95,"Omnipharma",1,"Stratum B","166754/11","90mg","56"
"BRIMO",658483,7.36,"Droguerie Mercury S.A.L.",1,"Stratum A1","166968/11","0.2%","5ml"
"BRIMOGAN",483783,5.41,"Pharmamedic S.A.R.L.",1,"Stratum A1","185839/13","0.2% w/v","5ml"
"BRIMONIDINE BIOGARAN",412560,4.61,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum A1","115122/1","0.2% (2mg/ml)","Flacon de 5ml"
"BRINAVESS",41821582,467.28,"Droguerie de l'Union",1,"Stratum E1","71420/1","20mg/ml","1Vial"
"BRINTELLIX",6927508,77.40,"Sadco",1,"Stratum B","137714/1","20mg","28"
"BRINTELLIX",4345987,48.56,"Sadco",1,"Stratum B","137614/1","10mg","28"
"BRINTELLIX",2592272,28.96,"Sadco",1,"Stratum B","137514/1","5mg","28"
"BRIVIACT",9627931,107.57,"Sadco",1,"Stratum C","5119/1","25mg","56"
"BRIVIACT",9627931,107.57,"Sadco",1,"Stratum C","5219/1","50mg","56"
"BRIVIACT",10314804,115.25,"Sadco",1,"Stratum C","15219/1","10mg/ml","300ml"
"BROMAZEPAM BIOGARAN",180075,2.01,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum A1","51622/1","6mg","30"
"BROMEX",250851,2.80,"Medapharm Healthcare SAL",1,"Stratum A1","147119/1","","120ml"
"BROMHEXINE",176619,1.97,"Droguerie Cedarspharm S.A.R.L.",1,"Stratum A1","2231/94","4mg/5ml","90ml"
"BRONCHOPHANE",115570,1.29,"United SAL",1,"Stratum A1","973395/01","","125ml"
"BRONCHO-VAXOM ADULTS",2746814,30.69,"UPO S.A.L.",1,"Stratum B","96221/11","7mg","30"
"BRONCHO-VAXOM CHILDREN",1988887,22.22,"UPO S.A.L.",1,"Stratum B","96222/11","3.5mg","30"
"BROT",327898,3.66,"New Allpharma",1,"Stratum A1","218588/10","850mg","30"
"BRUFEN",364181,4.07,"Mersaco",1,"Stratum A1","185998/13","100mg/5ml","100ml"
"BRUFEN",454518,5.08,"Mersaco",1,"Stratum A1","219572/09","400mg","30"
"BRUFEN",544226,6.08,"Mersaco",1,"Stratum A1","219579/09","600mg","30"
"BRUMIXOL",795555,8.89,"Soins et Santé",1,"Stratum A2","208862/03","100mg","6"
"BRUNISTILL",940690,10.51,"Pharmamedic S.A.R.L.",1,"Stratum A2","097668/11","250mcg/ml","20 unidose  of 0.5ml"
"BRUXICAM",530818,5.93,"Pharmamedic S.A.R.L.",1,"Stratum A1","45416/1","0.5%","1 Bottle of 10ml"
"BUCAINE HEAVY",1423129,15.90,"Interpharma S.A.L.",1,"Stratum A2","72924/1","0.5% 20mg/4ml (5mg/ml)","5Ampoules of 4ml"
"BUDECORT",1226928,13.71,"Droguerie de l'Union",1,"Stratum A2","221174/08","1mg","20"
"BUDECORT 200",808993,9.04,"Droguerie de l'Union",1,"Stratum A2","222434/08","","200 Metered doses"
"BUDENA",823775,9.20,"Mediterranean Pharmaceutical Company",1,"Stratum A2","104319/1","50mcg/actuation","200puffs (10ml)"
"BUDENA",1065667,11.91,"Mediterranean Pharmaceutical Company",1,"Stratum A2","6125/1","200mcg/actuation","200puffs (10ml)"
"BUDENOFALK",8554692,95.58,"Meksapharma SARL",1,"Stratum C","96731/12","3mg","100"
"BUDENOSIN",1209458,13.51,"Medis Pharm Drugstore",1,"Stratum A2","74324/1","0.5mg/ml","20Single dose Vials"
"BUDESONIDE ARROW",1342499,15.00,"Darapharma S.A.L.",1,"Stratum A2","141316/1","0.5mg/2ml","Récipient unidose x20"
"BUDESONIDE ARROW",1342499,15.00,"Darapharma S.A.L.",1,"Stratum A2","172516/1","1mg/2ml","Récipient unidose x20"
"BUDESONIDE ARROW",1342499,15.00,"Darapharma S.A.L.",1,"Stratum A2","98317/1","0.5mg/2ml","Récipient unidose x20"
"BUDESONIDE ARROW",1342499,15.00,"Darapharma S.A.L.",1,"Stratum A2","98217/1","1mg/2ml","Récipient unidose x20"
"BUFOMIX EASYHALER",2365163,26.43,"UPO S.A.L.",1,"Stratum B","99620/1","160mcg/4.5mcg","120doses"
"BUFOMIX EASYHALER",1182581,13.21,"UPO S.A.L.",1,"Stratum A2","99720/1","160mcg/4.5mcg","60doses"
"BUFOMIX EASYHALER",2365163,26.43,"UPO S.A.L.",1,"Stratum B","99520/1","320mcg/9mcg","60doses"
"BUPENSAN",1259180,14.07,"Bellapharma S.A.R.L.",1,"Stratum A2","6422/1","8mg","7"
"BUPIVACAINE AGUETTANT 2.5MG/ML",1259180,14.07,"Bellapharma S.A.R.L.",1,"Stratum A2","24496/06","8mg","7"
"063,23.08,B,30.57,,,8/11/2026",1259180,14.07,"Bellapharma S.A.R.L.",1,"Stratum A2","736","8mg","7"
"BUPIVACAINE AGUETTANT 5MG/ML",3078743,34.40,"Pharmamed",1,"Stratum B","24497/06","100mg/20ml","10vialsx20ml"
"BUPIVACAINE AGUETTANT for spinal anaesthesia",1554826,17.37,"Pharmamed",1,"Stratum B","50021/1","20mg/4ml","5ampoules x4ml"
"BUPIVACAINE HEAVY PANPHARMA",2586897,28.90,"Minapharm Halabi",1,"Stratum B","181920/1","5mg/ml (20mg/4ml)","10Ampoules"
"BUPRENORPHINE ARROW",1115389,12.46,"Minapharm Halabi",1,"Stratum A2","218890/09","8mg","7"
"BUPRENORPHINE ARROW",563070,6.29,"Minapharm Halabi",1,"Stratum A1","218892/09","2mg","7"
"BURINEX",335961,3.75,"UPO S.A.L.",1,"Stratum A1","132719/1","1mg","20"
"BURINEX",1054916,11.79,"UPO S.A.L.",1,"Stratum A2","182019/1","5mg","20"
"BUSCOPAN",692079,7.73,"Mersaco",1,"Stratum A1","43118/1","","50"
"BUSCOPAN",291614,3.26,"Mersaco",1,"Stratum A1","43018/1","","20"
"BUTALIN",122290,1.37,"Pharmanet Drugstore S.A.R.L.",1,"Stratum A1","208332/02","2mg/5ml","120ml"
"BUTALIN",145135,1.62,"Pharmanet Drugstore S.A.R.L.",1,"Stratum A1","208296/03","100mcg/dose","200 metered doses"
"BUTO-ASMA",237860,2.66,"Mediterranean Pharmaceutical Company",1,"Stratum A1","108816/1","","200 doses"
"BUTOSOL",548288,6.13,"Mediterranean Pharmaceutical Company",1,"Stratum A1","168224/10","","10ml"
"BUVIDAL",8524771,95.25,"Mersaco",1,"Stratum C","58921/1","8mg","1Prefilled syringe"
"BUVIDAL",8524771,95.25,"Mersaco",1,"Stratum C","59021/1","16mg","1Prefilled syringe"
"BUVIDAL",8524771,95.25,"Mersaco",1,"Stratum C","59121/1","24mg","1Prefilled syringe"
"BUVIDAL",8524771,95.25,"Mersaco",1,"Stratum C","59221/1","32mg","1Prefilled syringe"
"BUVIDAL",34835645,389.23,"Mersaco",0,"Stratum D","59321/1","64mg","1Prefilled syringe"
"BUVIDAL",34835645,389.23,"Mersaco",0,"Stratum D","59421/1","96mg","1Prefilled syringe"
"BUVIDAL",34835645,389.23,"Mersaco",0,"Stratum D","59521/1","128mg","1Prefilled syringe"
"BYANNLI",141223863,1,577.92,"Mersaco",1,"Stratum E2","67824/1","1000mg","1prefilled syringe + 1needle"
"BYANNLI",96913302,1,082.83,"Mersaco",1,"Stratum E2","67724/1","700mg","1prefilled syringe + 1needle"
"CABAZITAXEL AQVIDA",52933046,591.43,"Mediterranean Pharmaceutical Company",1,"Stratum E1","199925/1","60mg/3ml","1Vial"
"CABAZITAXEL EVER PHARMA",56690955,633.42,"Droguerie R. Pharaon & Fils S.A.L.",1,"Stratum E1","60621/1","10mg/ml","Box of 1Vial of 6ml"
"CABERGOL",976973,10.92,"Medis Pharm Drugstore",1,"Stratum A2","81023/1","0.5mg","8"
"CABOMETYX",335934871,3,753.46,"Droguerie de l'Union",1,"Stratum E2","70718/1","20mg","30"
"CABOMETYX",335934871,3,753.46,"Droguerie de l'Union",1,"Stratum E2","70818/1","40mg","30"
"CABOMETYX",335934871,3,753.46,"Droguerie de l'Union",1,"Stratum E2","70918/1","60mg","30"
"CABOTAX",45371506,506.94,"Lebiran SARL",1,"Stratum E1","10621/1","60mg/1.5ml","Single dose vial + 1vial of diluent"
"CAELYX",34821487,389.07,"Abela Frères S.A.L.",0,"Stratum D","40122/1","2mg/ml","1Vial x 10ml"
"CALAMINE PLUS",177899,1.99,"Mephico S.A.L.",1,"Stratum A1","22448","","120ml"
"CALCIUM CHLORIDE",5436771,60.75,"Alfa Laboratoires S.A.L.",0,"","2803/94","10g/100ml","100 x 10ml"
"CALCIUM GLUCONATE",763056,8.53,"Alfa Laboratoires S.A.L.",0,"","2836/94","10g/100ml","10 x 10ml"
"CALCIUM GLUCONATE",6867500,76.73,"Alfa Laboratoires S.A.L.",0,"","83824/1","10g/100ml","100 x 10ml"
"CALCIUM GLUCONATE S.A.L.F",389714,4.35,"New Europharm",1,"Stratum A1","45814/1","10%","5Ampoules x 10ml"
"CALCIUMFOLINAT EBEWE",1289872,14.41,"Khalil Fattal & Fils S.A.L.",1,"Stratum A2","172515/1","100mg/10ml","1Vial"
"CAL-C-VITA EFFERVESCENT",494534,5.53,"Nouvelle Pharm Drugstore",1,"Stratum A1","14247","","15"
"CALIVIDA",1158264,12.94,"Raymond Georges Abou Adal & Co",1,"Stratum A2","185810/13","0.5mg/ml","200ml bottle"
"CALIVIDA",447948,5.01,"Raymond Georges Abou Adal & Co",1,"Stratum A1","185811/13","5mg","28"
"CALPEROS",705517,7.88,"Droguerie de l'Union",1,"Stratum A1","78728/97","500mg","60"
"CALPEROS D3 A SUCER",705517,7.88,"Droguerie de l'Union",1,"Stratum A1","78727/97","","60"
"CALQUENCE",650653454,7,269.87,"Omnipharma",1,"Stratum E2","110620/1","100mg","60"
"CALTRATE 600",618168,6.91,"Sadco",1,"Stratum A1","65421/1","","60"
"CAL-VIT",163821,1.83,"Pharmadex",1,"Stratum A1","19273","","100ml"
"CAL-VIT",142063,1.59,"Pharmadex",1,"Stratum A1","19264","","30"
"CAL-VIT",4025128,44.97,"Pharmadex",1,"Stratum B","130922/1","","1000"
"CAMPHO-PNEUMINE AMINOPHYLLINE ADULTES",326362,3.65,"Pharmamedic S.A.R.L.",1,"Stratum A1","20606","","8"
"CAMPHO-PNEUMINE AMINOPHYLLINE ADULTES",490183,5.48,"Pharmamedic S.A.R.L.",1,"Stratum A1","19423/1","","12"
"CAMPHO-PNEUMINE AMINOPHYLLINE ENFANTS",284127,3.17,"Pharmamedic S.A.R.L.",1,"Stratum A1","20607","","8"
"CAMPHO-PNEUMINE AMINOPHYLLINE ENFANTS",426190,4.76,"Pharmamedic S.A.R.L.",1,"Stratum A1","19523/1","","12"
"CANAGYN",229797,2.57,"Atrissi SARL",1,"Stratum A1","221853/08","100mg","6"
"CANAGYN",302365,3.38,"Atrissi SARL",1,"Stratum A1","185518/1","500mg","1"
"CANDAM",923220,10.32,"Algenericon Med",1,"Stratum A2","135119/1","16mg/10mg","30"
"CANDAM",923220,10.32,"Algenericon Med",1,"Stratum A2","135019/1","8mg/5mg","30"
"CANDAM",923220,10.32,"Algenericon Med",1,"Stratum A2","134919/1","16mg/5mg","30"
"CANDESARTAN / HYDROCHLOROTHIAZIDE BIOGARAN",327898,3.66,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum A1","83418/1","16mg/12.5mg","30"
"CANDESARTAN / HYDROCHLOROTHIAZIDE BIOGARAN",327898,3.66,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum A1","83318/1","8mg/12.5mg","30"
"CANDESARTAN BIOGARAN",434061,4.85,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum A1","83218/1","32mg","30"
"CANDESARTAN BIOGARAN",434061,4.85,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum A1","83118/1","16mg","30"
"CANDESARTAN BIOGARAN",434061,4.85,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum A1","83018/1","8mg","30"
"CANDIGARD",22127179,247.23,"Droguerie de l'Union",0,"Stratum D","67222/1","70mg","1Vial"
"CANDIGARD",22127179,247.23,"Droguerie de l'Union",0,"Stratum D","67322/1","50mg","1Vial"
"CANDIZOL",385235,4.30,"Pharmamedic S.A.R.L.",1,"Stratum A1","185815/13","150mg","2"
"CANESTEN",368213,4.11,"Nouvelle Pharm Drugstore",1,"Stratum A1","78214/1","","20ml"
"CANESTEN",344024,3.84,"Nouvelle Pharm Drugstore",1,"Stratum A1","108014/1","","20g"
"CANESTEN",408528,4.56,"Nouvelle Pharm Drugstore",1,"Stratum A1","154814/1","0.1g","6"
"CAPD/DPCA 17Solution for peritoneal dialysis sleep safe",744140,8.31,"Droguerie de l'Union",1,"Stratum A2","24726/07","","5000ml"
"CAPD/DPCA 17Solution for peritoneal dialysis stay safe",629916,7.04,"Droguerie de l'Union",1,"Stratum A1","24725/07","","2000ml"
"CAPD/DPCA 19Solution for peritoneal dialysis sleep safe",744140,8.31,"Droguerie de l'Union",1,"Stratum A2","24693/07","","5000ml"
"CAPD/DPCA 19Solution for peritoneal dialysis stay safe",769337,8.60,"Droguerie de l'Union",1,"Stratum A2","24724/07","","2000ml"
"CAPD/DPCA 2Solution for peritoneal dialysis stay safe",735741,8.22,"Droguerie de l'Union",1,"Stratum A2","24691/07","","2000ml"
"CAPD/DPCA 3Solution for peritoneal dialysis",769337,8.60,"Droguerie de l'Union",1,"Stratum A2","24692/07","","2000ml"
"CAPECITABINE ACCORD",10908012,121.88,"Mediterranean Pharmaceutical Company",1,"Stratum C","133715/1","500mg","120"
"CAPECITABINE BIOGARAN",10908012,121.88,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum C","112917/1","500mg","120"
"049,21.26,C,135.45,Laboratoires Biogaran,France,8/11/2026",10908012,121.88,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum C","123","500mg","120"
"CAPECITABINE NEAPOLIS",11222829,125.39,"Medis Pharm Drugstore",1,"Stratum C","124521/1","500mg","120"
"CAPECITABINE PHARMINICIO",8869508,99.10,"Mediterranean Pharmaceutical Company",1,"Stratum C","112722/1","500mg","120"
"CAPECITABINE SHILPA",7396894,82.65,"Levant Pulse SARL",1,"Stratum C","128724/1","500mg","120"
"CAPECITABINE SPC",12665771,141.52,"Advanced Healthcare Services SAL",1,"Stratum C","8121/1","500mg","120"
"CAPECITABINE SPC",4094240,45.75,"Advanced Healthcare Services SAL",1,"Stratum B","6321/1","150mg","60"
"CAPEDA",4927423,55.06,"Benta Trading Co s.a.l.",1,"Stratum B","218753/09","500mg","60"
"CAPTACE",486343,5.43,"Droguerie de l'Union",1,"Stratum A1","78968/98","25mg","30"
"CAPTACE",652724,7.29,"Droguerie de l'Union",1,"Stratum A1","78969/98","50mg","30"
"CAPTACE PLUS",1028487,11.49,"Droguerie de l'Union",1,"Stratum B","78966/98","50/25mg","30"
"CAPTAIN",383955,4.29,"Raymond Georges Abou Adal & Co",1,"Stratum A1","36320/1","200mg","30"
"CAPTAIN",335321,3.75,"Raymond Georges Abou Adal & Co",1,"Stratum A1","42420/1","100mg/5ml","1glass bottle of 110ml"
"CAPTAIN FORTE",508740,5.68,"Raymond Georges Abou Adal & Co",1,"Stratum A1","133721/1","400mg","20"
"CAPTOPRIL",4453878,49.76,"Pharmadex",1,"Stratum B","46","25mg","1000"
"CAPTOPRIL",355798,3.98,"Pharmadex",1,"Stratum A1","167735/11","25mg","30"
"CARBETOCINA GP-PHARM",9041227,101.02,"Mediterranean Pharmaceutical Company",1,"Stratum C","150223/1","100mcg","5Prefilled syringes"
"CARBOPLATIN VIANEX",1277994,14.28,"Droguerie Solupharm SAL",1,"Stratum A2","218692/10","150mg/15ml","1 vial"
