medicine_name,public_price_lbp,public_price_usd,agent_name,is_subsidized,subsidy_category,registration_no,strength,presentation
"ALPHAGAN P",999819,11.17,"Mersaco",1,"Stratum A2","120124/1","0.1%","5ml"
"ALPHANOVA",599354,6.70,"Macromed S.A.R.L.",1,"Stratum A1","119320/1","0.15%","5ml"
"ALPRAZOLAM BIOGARAN",169324,1.89,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum A1","98622/1","0.5mg","30"
"ALPRAZOLAM BIOGARAN",115570,1.29,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum A1","98522/1","0.25mg","30"
"ALPROX",895895,10.01,"Droguerie de l'Union",1,"Stratum A2","195348/04","1mg","30"
"ALPROX",383955,4.29,"Droguerie de l'Union",1,"Stratum A1","148305/03","0.5mg","30"
"ALTEBREL",14833767,165.74,"Lebiran SARL",1,"Stratum E1","138419/1","50mg/1ml","4prefilled syringes"
"ALTEBREL",27383989,305.97,"Lebiran SARL",0,"Stratum D","138519/1","25mg/0.5ml","4pre-filled syringes"
"ALTO D 10.000",895895,10.01,"Al Hikma Baalbek Pharmacy",1,"Stratum A2","22720/1","10,000IU","30"
"ALTUM",712620,7.96,"Pharmaline S.A.L.",1,"Stratum A2","73321/1","50,000IU","10"
"ALTUM-D3",561342,6.27,"Pharmaline S.A.L.",1,"Stratum A2","81320/1","10,000IU","30"
"ALTUM-D3",712620,7.96,"Pharmaline S.A.L.",1,"Stratum A2","94825/1","50,000IU","10"
"ALUNBRIG",87227357,974.61,"Century Pharma SAL",1,"Stratum E2","79720/1","30mg","28"
"ALUNBRIG",261678963,2,923.79,"Century Pharma SAL",1,"Stratum E2","79820/1","90mg","28"
"ALUNBRIG",409120926,4,571.18,"Century Pharma SAL",1,"Stratum E2","79920/1","180mg","28"
"ALURIC",175339,1.96,"Pharmaline S.A.L.",1,"Stratum A1","27567/94","300mg","30"
"ALVIGO",1204339,13.46,"Droguerie de l'Union",1,"Stratum A2","24510/07","16mg","60"
"ALVOCADE",14169600,158.32,"Lebiran SARL",0,"Stratum D","138619/1","3.5mg","1Vial"
"ALZEPIL",1406555,15.72,"Pharmapro",1,"Stratum A2","219521/09","5mg","30"
"ALZEPIL",1908256,21.32,"Pharmapro",1,"Stratum B","219522/09","10mg","30"
"AMANAM 500",997131,11.14,"Swiss Pharm S.A.R.L.",1,"Stratum A2","186117/13","","1 vial"
"AMARYL",231141,2.58,"Mersaco",1,"Stratum A1","28022/1","1mg","30"
"AMARYL",233829,2.61,"Mersaco",1,"Stratum A1","27922/1","2mg","30"
"AMARYL",392402,4.38,"Mersaco",1,"Stratum A1","27822/1","3mg","30"
"AMARYL",392402,4.38,"Mersaco",1,"Stratum A1","27722/1","4mg","30"
"AMBISOME",13126040,146.66,"Khalil Fattal & Fils S.A.L.",1,"Stratum C","20319/1","50mg","1"
"AMEPRIDE",137072,1.53,"Premium Serve Drugstore Co. P.S.D. SAL",1,"Stratum A1","219295/09","1mg","30"
"AMEPRIDE",139760,1.56,"Premium Serve Drugstore Co. P.S.D. SAL",1,"Stratum A1","219296/09","2mg","30"
"AMEPRIDE",215015,2.40,"Premium Serve Drugstore Co. P.S.D. SAL",1,"Stratum A1","219297/09","3mg","30"
"AMEPRIDE",215015,2.40,"Premium Serve Drugstore Co. P.S.D. SAL",1,"Stratum A1","219298/09","4mg","30"
"AMICINE",1749683,19.55,"Bellapharma S.A.R.L.",1,"Stratum B","95517/1","500mg/2ml","5Vials"
"AMIKACIN SULPHATE",372244,4.16,"Medi drug International SAL (MDI)",1,"Stratum A1","24701/07","500mg/2ml","1vialx2ml"
"AMIKACIN-ORBUCELL",3711565,41.47,"Pharmadex",1,"Stratum B","139924/1","500mg","10Vials x 2ml"
"AMINOPHYLLINE",445388,4.98,"Medapharm Healthcare SAL",1,"Stratum A1","2237/94","100mg","100"
"AMINOPHYLLINE ADULTS",244451,2.73,"Pharmadex",1,"Stratum A1","2721","350mg","10"
"AMINOPHYLLINE CHILDREN",203496,2.27,"Pharmadex",1,"Stratum A1","2722","100mg","10"
"AMINOPHYLLINE RENAUDIN",203496,2.27,"Minapharm Halabi",1,"Stratum A1","G0344/91","250mg/10ml","bt 10Ampoules"
"AMINOPHYLLINE RENAUDIN",203496,2.27,"Minapharm Halabi",1,"Stratum A1","113,23.08,A2,8.26,Renaudin","250mg/10ml","bt 10Ampoules"
"AMINOPHYLLINE RENAUDIN",203496,2.27,"Minapharm Halabi",1,"Stratum A1","113,23.08,A2,8.26,Renaudin","250mg/10ml","bt 10Ampoules"
"AMINOPLASMAL B. BRAUN",1036103,11.58,"Droguerie de l'Union",1,"Stratum A2","105015/1","10%","500ml"
"AMINOVEN 10%",951440,10.63,"Benta Trading Co s.a.l.",1,"Stratum A2","261021","10%","500ml"
"AMINOVEN INFANT",880217,9.83,"Benta Trading Co s.a.l.",1,"Stratum A2","97018/12","10%","1x100ml"
"AMIODARONE BIOGARAN",345368,3.86,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum A1","17123/1","200mg","30"
"AMLINE",358358,4.00,"Pharmaline S.A.L.",1,"Stratum A1","154820/1","5mg","30"
"AMLINE",662962,7.41,"Pharmaline S.A.L.",1,"Stratum A1","154920/1","10mg","30"
"AMLO TAD",744489,8.32,"Pharmamedic S.A.R.L.",1,"Stratum A2","97698/11","5mg","50"
"AMLOCARD",473545,5.29,"Benta Trading Co s.a.l.",1,"Stratum A1","24384/06","5mg","30"
"AMLOCARD 10",870298,9.72,"Benta Trading Co s.a.l.",1,"Stratum A2","97882/12","10mg","30"
"AMLOCOEUR",362198,4.05,"L. Pharm SAL",1,"Stratum A1","131924/1","5mg","30"
"AMLODAR 10",671921,7.51,"Sadco",1,"Stratum A1","221157/08","10mg","28"
"AMLODAR 5",362837,4.05,"Sadco",1,"Stratum A1","221156/08","5mg","28"
"AMLO-DECURE",362198,4.05,"Tamipharm",1,"Stratum A1","98325/1","5mg","30"
"AMLODIPINE ARROW",462282,5.17,"Darapharma S.A.L.",1,"Stratum A1","186364/13","10mg","30"
"AMLODIPINE ARROW",462282,5.17,"Darapharma S.A.L.",1,"Stratum A1","186365/13","5mg","30"
"AMLODIPINE ARROW",1303527,14.56,"Darapharma S.A.L.",1,"Stratum A2","113225/1","5mg","90"
"AMLODIPINE BIOGARAN",462282,5.17,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum A1","69321/1","10mg","30"
"AMLODIPINE BIOGARAN",462282,5.17,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum A1","69421/1","5mg","30"
"AMLODIPINE/VALSARTAN ARROW",807649,9.02,"Darapharma S.A.L.",1,"Stratum A2","150821/1","5mg/80mg","30"
"AMLODIPINE/VALSARTAN ARROW",923220,10.32,"Darapharma S.A.L.",1,"Stratum A2","150921/1","5mg/160mg","30"
"AMLODIPINE/VALSARTAN ARROW",923220,10.32,"Darapharma S.A.L.",1,"Stratum A2","151021/1","10mg/160mg","30"
"AMLODIPINE/VALSARTAN ARROW",2603023,29.08,"Darapharma S.A.L.",1,"Stratum B","160025/1","5mg/160mg","90"
"AMLODIPRESS",362198,4.05,"New Larys Pharm SARL",1,"Stratum A1","196425/1","5mg","30"
"AMLOKEY",397777,4.44,"Mediterranean Pharmaceutical Company",1,"Stratum A1","1615/1","10mg","30"
"AMLOKEY",349399,3.90,"Mediterranean Pharmaceutical Company",1,"Stratum A1","48425/1","5mg","30"
"AMLOPHAR",388370,4.34,"Pharmanet Drugstore S.A.R.L.",1,"Stratum A1","222226/07","5mg","30"
"AMLOR",560382,6.26,"Mectapharm S.A.L.",1,"Stratum A1","195452/04","5mg","30"
"AMLOR",560382,6.26,"Mectapharm S.A.L.",1,"Stratum A1","35322/1","5mg","30"
"AMLORINE 10",560382,6.26,"Droguerie Columbus",1,"Stratum A1","167489/10","","30"
"AMLORINE 10",560382,6.26,"Droguerie Columbus",1,"Stratum A1","504,23.08,A2,10.72,Remedica Ltd","","30"
"AMLORINE 10",560382,6.26,"Droguerie Columbus",1,"Stratum A1","504,23.08,A2,10.72,Remedica Ltd","","30"
"AMLORINE 5",560382,6.26,"Droguerie Columbus",1,"Stratum A1","167490/10","5mg","30"
"AMLORINE 5",560382,6.26,"Droguerie Columbus",1,"Stratum A1","370,23.08,A1,4.34,Remedica Ltd","5mg","30"
"AMLORINE 5",560382,6.26,"Droguerie Columbus",1,"Stratum A1","370,23.08,A1,4.34,Remedica Ltd","5mg","30"
"AMOCLAN",159917,1.79,"Droguerie de l'Union",1,"Stratum A1","38872/96","156mg","100ml"
"AMOCLAN",259362,2.90,"Droguerie de l'Union",1,"Stratum A1","38874/96","375mg","20"
"AMOCLAN BID",456906,5.11,"Droguerie de l'Union",1,"Stratum A1","973992/02","1g","14"
"AMOCLAN BID",278175,3.11,"Droguerie de l'Union",1,"Stratum A1","208366/02","400/57","70ml"
"AMOCLAN BID",345368,3.86,"Droguerie de l'Union",1,"Stratum A1","208365/02","200/28.5","70ml"
"AMOCLAN BID",507972,5.68,"Droguerie de l'Union",1,"Stratum A1","221974/09","600mg","75ml"
"AMOCLAN FORTE",288926,3.23,"Droguerie de l'Union",1,"Stratum A1","38873/96","312mg","100ml"
"AMOCLAN FORTE",170668,1.91,"Droguerie de l'Union",1,"Stratum A1","38875/96","625mg","15"
"AMOKLAVIN BID",448843,5.02,"New Europharm",1,"Stratum A1","55323/1","1000mg","14"
"AMOKLAVIN BID 400/57MG FORTE",278175,3.11,"New Europharm",1,"Stratum A1","55123/1","","70ml"
"AMOKLAVIN ES",507972,5.68,"New Europharm",1,"Stratum A1","55223/1","600/42.9mg","100ml"
"AMOPRO",362837,4.05,"Food & Drug Corporation FDC",1,"Stratum A1","167177/10","5mg","28"
"AMOROLFINE BGR",753896,8.42,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum A2","59217/1","5%","Flacon de 2.5ml"
"AMOS",2175745,24.31,"Raymond Georges Abou Adal & Co",1,"Stratum B","52520/1","20mg","4"
"AMOS",1662781,18.58,"Raymond Georges Abou Adal & Co",1,"Stratum B","74120/1","10mg","4"
"AMOS",2743998,30.66,"Raymond Georges Abou Adal & Co",1,"Stratum B","34122/1","5mg","14"
"AMOXICILLIN",2743998,30.66,"Droguerie Columbus",1,"Stratum B","MP1328/93","500mg","10x100Blis"
"145,23.08,B,69.26,,,8/11/2026",2743998,30.66,"Droguerie Columbus",1,"Stratum B","199","500mg","10x100Blis"
"AMOXICILLINA/ ACIDO CLAVULANICO",16577136,185.22,"Medi drug International SAL (MDI)",0,"Stratum D","195254/04","1g/200mg","Box of 100Vials"
"AMOXICILLINE ARROW LAB",564414,6.31,"Darapharma S.A.L.",1,"Stratum A1","69124/1","500mg","30"
"AMOXICILLINE ARROW LAB",940690,10.51,"Darapharma S.A.L.",1,"Stratum A2","69024/1","1g","30"
"AMOXICILLINE INJ.",1173175,13.11,"Minapharm Halabi",1,"Stratum A2","186998/14","1g","10"
"AMOXICILLINE PANPHARMA",2734719,30.56,"Minapharm Halabi",1,"Stratum B","E0343/91","1g","25"
"AMOXICLAV-ORBUCELL",2734719,30.56,"Pharmadex",1,"Stratum B","194453/05","875/125mg","14"
"AMOXICLAV-ORBUCELL",2734719,30.56,"Pharmadex",1,"Stratum B","981,23.08,A1,5.62,,,8/11/2026","875/125mg","14"
"AMOXICLAV-ORBUCELL",7433691,83.06,"Medi drug International SAL (MDI)",1,"Stratum C","45820/1","1.2g","Box of 50Vials"
"AMOXIDREX",254690,2.85,"Pharmadex",1,"Stratum A1","148352","500mg","20"
"AMOXIDREX",284127,3.17,"Pharmadex",1,"Stratum A1","974052","250mg/5ml","100ml"
"AMOXIDREX",7332097,81.92,"Pharmadex",1,"Stratum C","130622/1","500mg","1000"
"AMOXYCILLIN",4073187,45.51,"Levant Alie Houses S.A.L.",1,"Stratum B","01912A","500mg","500's (50x10)"
"AMOXYCILLIN",166381,1.86,"Pharmadex",1,"Stratum A1","2776","250mg/5ml","60ml"
"AMOXYDIL",142063,1.59,"Mephico S.A.L.",1,"Stratum A1","973025","250mg/5ml","60ml"
"AMOXYDIL",218854,2.45,"Mephico S.A.L.",1,"Stratum A1","973921","500mg/5ml","60ml"
"AMPICILLINE PANPHARMA",1944540,21.73,"Minapharm Halabi",1,"Stratum B","E0980/92","500mg","25 Vials"
"AMPICILLINE PANPHARMA",2857009,31.92,"Minapharm Halabi",1,"Stratum B","A0341/91","1g","25 Vials"
"AMPIS",18545534,207.21,"Drugstore 3U S.A.R.L.",0,"Stratum D","101125/1","1.5g/vial","Box of 10Vials of 20ml"
"AMYDRAMINE",133040,1.49,"Pharmanet Drugstore S.A.R.L.",1,"Stratum A1","973940/02","","120ml"
"ANAGRELIDE BIOGARAN",15754068,176.02,"Commercial and Trading Ressources SAL (CTR)",0,"Stratum D","30020/1","0.5mg","100"
"ANASTROZOL GP PHARM",1181238,13.20,"Mediterranean Pharmaceutical Company",1,"Stratum A2","21122/1","1mg","28"
"ANASTROZOLE ARROW LAB",1552138,17.34,"Darapharma S.A.L.",1,"Stratum B","104223/1","1mg","30"
"ANASTROZOLE BIOGARAN",3800387,42.46,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum B","51322/1","1mg","30"
"ANCAVAZ",669234,7.48,"Mazen Pharm Pharmaceutical Company SARL",1,"Stratum A1","97924/1","5/10mg","30"
"ANCAVAZ",491846,5.50,"Mazen Pharm Pharmaceutical Company SARL",1,"Stratum A1","98024/1","5/5mg","30"
"ANDARAN",940435,10.51,"Khalil Fattal & Fils S.A.L.",1,"Stratum A2","185958/13","300mg","28"
"ANDARAN",940435,10.51,"Khalil Fattal & Fils S.A.L.",1,"Stratum A2","185959/13","150mg","28"
"ANDARAN PLUS",598051,6.68,"Khalil Fattal & Fils S.A.L.",1,"Stratum A1","185988/13","300mg/12.5mg","28"
"ANDARAN PLUS",940435,10.51,"Khalil Fattal & Fils S.A.L.",1,"Stratum A2","185989/13","300mg/25mg","28"
"ANDARAN PLUS",598051,6.68,"Khalil Fattal & Fils S.A.L.",1,"Stratum A1","185987/13","150mg/12.5mg","28"
"ANDAZOL",302365,3.38,"BroadMed SAL",1,"Stratum A1","88422/1","200mg","6"
"ANDESART 16",665202,7.43,"C. Catafago & Co",1,"Stratum A1","218835/09","16mg","30"
"ANDESART 8",498566,5.57,"C. Catafago & Co",1,"Stratum A1","218834/09","8mg","30"
"ANESTOCIL",442124,4.94,"Abela Frères S.A.L.",1,"Stratum A1","187342/13","0.4%","10ml"
"ANGINET",387027,4.32,"Premium Serve Drugstore Co. P.S.D. SAL",1,"Stratum A1","167488/10","80mg","30"
"ANGINET",544256,6.08,"Premium Serve Drugstore Co. P.S.D. SAL",1,"Stratum A1","167487/10","160mg","30"
"ANGINOVAG",643701,7.19,"Spephal S.A.L.",1,"Stratum A1","20112","","10ml"
"ANGIOFLUX",1999638,22.34,"Pharmamedic S.A.R.L.",1,"Stratum B","151718/1","250LRU","50"
"ANGIOSAR",857372,9.58,"Sadco",1,"Stratum A2","83617/1","160mg/10mg","30"
"ANGIOSAR PLUS",1689210,18.87,"Sadco",1,"Stratum B","1181/1","320mg/10mg/25mg","30"
"ANODYNE 500",342680,3.83,"Ibn Sina Pharm SARL",1,"Stratum A1","15319/1","500mg","10"
"ANORO ELLIPTA",5367774,59.98,"Abela Frères S.A.L.",1,"Stratum B","119619/1","62.5/25mcg","30doses"
"ANSIMAR",550975,6.16,"Macromed S.A.R.L.",1,"Stratum A1","186054/13","20mg/ml","200ml"
"ANSIMAR",544256,6.08,"Macromed S.A.R.L.",1,"Stratum A1","186055/13","400mg","20"
"ANTALPEN",285407,3.19,"Pharmadex",1,"Stratum A1","22322","500mg","20"
"ANTALPEN",174060,1.94,"Pharmadex",1,"Stratum A1","19218","125mg/5ml","60ml"
"ANTALPEN",218854,2.45,"Pharmadex",1,"Stratum A1","19215","250mg","16"
"ANTALPEN FORTE",206056,2.30,"Pharmadex",1,"Stratum A1","19812","250mg/5ml","60ml"
"ANTARENE CODEINE",255330,2.85,"Pharmamedic S.A.R.L.",1,"Stratum A1","96680/12","200mg/30mg","20"
"ANTIPAN",355798,3.98,"Raymond Georges Abou Adal & Co",1,"Stratum A1","116214/1","20mg/ml","5Ampoules x 1ml"
"ANTIPAN",2557140,28.57,"Raymond Georges Abou Adal & Co",1,"Stratum B","63317/1","20mg/ml","50Ampoules x 1ml"
"ANTIPLEX",1295464,14.47,"Sadco",1,"Stratum A2","167816/11","75mg","30"
"ANTROLIN",1333092,14.89,"L. Pharm SAL",1,"Stratum A2","33623/1","0.3% + 1.5%","30g"
"ANTROLIN",1333092,14.89,"L. Pharm SAL",1,"Stratum A2","33623/1","0.3% + 1.5%","30g"
"ANXYL",167660,1.87,"Mediphar",1,"Stratum A1","208365/97","3mg","20"
"API-CIPROCIN",530818,5.93,"Germanos Health Care Supplies SARL",1,"Stratum A1","167639/10","","10ml"
"APIDRA",2221372,24.82,"Mersaco",1,"Stratum B","23723/06","100IU/ml","1x10ml"
"APIDRA SOLOSTAR",3942834,44.05,"Mersaco",1,"Stratum B","24863/07","100IU/ml","5 Prefilled pen x3ml"
"API-LOPROST",447500,5.00,"Germanos Health Care Supplies SARL",1,"Stratum A1","36118/1","0.005%","2.5ml"
"API-MUCOL",326554,3.65,"Germanos Health Care Supplies SARL",1,"Stratum A1","96204/11","","200ml"
"API-TOBRASON",294302,3.29,"Germanos Health Care Supplies SARL",1,"Stratum A1","167463/10","","5ml"
"API-TOBRASON",243235,2.72,"Germanos Health Care Supplies SARL",1,"Stratum A1","186285/13","","5g"
"APIXEL",1750579,19.56,"Pharmaline S.A.L.",1,"Stratum B","134524/1","2.5mg","60"
"APIXEL",1750579,19.56,"Pharmaline S.A.L.",1,"Stratum B","134424/1","5mg","60"
"APIZINE",505541,5.65,"Pharmapro",1,"Stratum A1","18316/1","","100ml"
"APO-ABIRATERONE",46110590,515.20,"Promopharm S.A.R.L.",1,"Stratum E1","120421/1","500mg","60"
"APO-ALENDRONATE",981005,10.96,"Promopharm S.A.R.L.",1,"Stratum A2","221408/08","70mg","4"
"APO-ALFUZOSIN",2331567,26.05,"Promopharm S.A.R.L.",1,"Stratum B","218866/09","10mg","100"
"APO-ALLOPURINOL",369557,4.13,"Promopharm S.A.R.L.",1,"Stratum A1","MP CA 581/91","100mg","100"
"APO-ALLOPURINOL",720300,8.05,"Promopharm S.A.R.L.",1,"Stratum A2","MP CB 581/91","300mg","100"
"APO-ANASTROZOLE",2615118,29.22,"Promopharm S.A.R.L.",1,"Stratum B","29014/1","1mg","30"
"APO-APIXABAN",3084119,34.46,"Promopharm S.A.R.L.",1,"Stratum B","27823/1","5mg","60"
"APO-APIXABAN",3084119,34.46,"Promopharm S.A.R.L.",1,"Stratum B","27923/1","2.5mg","60"
"APO-ATENOL",298333,3.33,"Promopharm S.A.R.L.",1,"Stratum A1","261444/97","50mg","30"
"APO-ATOMOXETINE",2981987,33.32,"Promopharm S.A.R.L.",1,"Stratum B","47121/1","10mg","30"
"APO-ATOMOXETINE",3703630,41.38,"Promopharm S.A.R.L.",1,"Stratum B","47221/1","25mg","30"
"APO-ATOMOXETINE",4114846,45.98,"Promopharm S.A.R.L.",1,"Stratum B","47321/1","40mg","30"
"APO-ATOMOXETINE",4731669,52.87,"Promopharm S.A.R.L.",1,"Stratum B","47421/1","60mg","30"
"APO-ATORVASTATIN",808993,9.04,"Promopharm S.A.R.L.",1,"Stratum A2","167503/10","10mg","30"
"APO-ATORVASTATIN",1416410,15.83,"Promopharm S.A.R.L.",1,"Stratum A2","167502/10","20mg","30"
"APO-ATORVASTATIN",1828970,20.44,"Promopharm S.A.R.L.",1,"Stratum B","167501/10","40mg","30"
"APO-AZITHROMYCIN Z",481096,5.38,"Promopharm S.A.R.L.",1,"Stratum A1","219288/09","250mg","6"
"APO-BISOPROLOL",923220,10.32,"Promopharm S.A.R.L.",1,"Stratum A2","221990/09","5mg","100"
"APO-CAPTO",1132859,12.66,"Promopharm S.A.R.L.",1,"Stratum A2","27352","25mg","100"
"APO-CAPTO",1752371,19.58,"Promopharm S.A.R.L.",1,"Stratum B","27353","50mg","100"
"APO-CARBAMAZEPINE",661171,7.39,"Promopharm S.A.R.L.",1,"Stratum A1","MP HO 581/91","200mg","100"
"APO-CLOPIDOGREL",858715,9.59,"Promopharm S.A.R.L.",1,"Stratum A2","219461/09","75mg","30"
"APO-DASATINIB",71323688,796.91,"Promopharm S.A.R.L.",1,"Stratum E1","21521/1","70mg","30"
"APO-DASATINIB",71323688,796.91,"Promopharm S.A.R.L.",1,"Stratum E1","21421/1","50mg","30"
"APO-DASATINIB",57771855,645.50,"Promopharm S.A.R.L.",1,"Stratum E1","21321/1","20mg","30"
"APO-DILTIAZ",545600,6.10,"Promopharm S.A.R.L.",1,"Stratum A1","27355","60mg","100"
"APO-ELTROMBOPAG",41496211,463.64,"Promopharm S.A.R.L.",1,"Stratum E1","148623/1","25mg","28"
"APO-ELTROMBOPAG",75952887,848.64,"Promopharm S.A.R.L.",1,"Stratum E2","148523/1","50mg","28"
"APO-ENTECAVIR",28943287,323.39,"Promopharm S.A.R.L.",0,"Stratum D","90618/1","0.5mg","30"
"APO-ERLOTINIB",91523229,1,022.61,"Promopharm S.A.R.L.",1,"Stratum E2","145320/1","150mg","30"
"APO-ERLOTINIB",79672726,890.20,"Promopharm S.A.R.L.",1,"Stratum E1","145220/1","100mg","30"
"APO-ESCITALOPRAM",565758,6.32,"Promopharm S.A.R.L.",1,"Stratum A1","35116/1","10mg","30"
"APO-ESCITALOPRAM",1087169,12.15,"Promopharm S.A.R.L.",1,"Stratum A2","35216/1","20mg","30"
"APO-FUROSEMIDE",862747,9.64,"Promopharm S.A.R.L.",1,"Stratum A2","MP MO 581/91","40mg","100"
"APO-GABAPENTIN",2260343,25.26,"Promopharm S.A.R.L.",1,"Stratum B","167485/10","300mg","100"
"APO-GEFITINIB",87345820,975.93,"Promopharm S.A.R.L.",1,"Stratum E2","95720/1","250mg","30"
"APO-IMATINIB",18838684,210.49,"Promopharm S.A.R.L.",0,"Stratum D","149914/1","100mg","30"
"APO-LENALIDOMIDE",49795454,556.37,"Promopharm S.A.R.L.",1,"Stratum E1","79022/1","5mg","28"
"APO-LENALIDOMIDE",53945075,602.74,"Promopharm S.A.R.L.",1,"Stratum E1","78922/1","10mg","28"
"APO-LENALIDOMIDE",56434848,630.56,"Promopharm S.A.R.L.",1,"Stratum E1","78822/1","15mg","21"
"APO-LENALIDOMIDE",58924620,658.38,"Promopharm S.A.R.L.",1,"Stratum E1","78722/1","25mg","21"
"APO-LETROZOLE",1962010,21.92,"Promopharm S.A.R.L.",1,"Stratum B","185831/13","2.5mg","30"
"APO-OLANZAPINE ODT",1463444,16.35,"Promopharm S.A.R.L.",1,"Stratum B","150816/1","5mg","30"
"APO-OLANZAPINE ODT",2422948,27.07,"Promopharm S.A.R.L.",1,"Stratum B","150916/1","10mg","30"
"APO-ONDANSETRON",1491665,16.67,"Promopharm S.A.R.L.",1,"Stratum B","34918/1","8mg","10"
"APO-PAROXETINE",983693,10.99,"Promopharm S.A.R.L.",1,"Stratum A2","219571/09","20mg","30"
"APO-PRAVASTATIN",872154,9.74,"Promopharm S.A.R.L.",1,"Stratum A2","208659/03","40mg","30"
"APO-PRAVASTATIN",705517,7.88,"Promopharm S.A.R.L.",1,"Stratum A1","208658/03","20mg","30"
"APO-PROPRANOLOL",411216,4.59,"Promopharm S.A.R.L.",1,"Stratum A1","MP VA 581/91","10mg","100"
"APO-PROPRANOLOL",514692,5.75,"Promopharm S.A.R.L.",1,"Stratum A1","MP VB 581/91","40mg","100"
"APO-RAMIPRIL",794211,8.87,"Promopharm S.A.R.L.",1,"Stratum A2","221713/08","5mg","30"
"APO-RAMIPRIL",1178550,13.17,"Promopharm S.A.R.L.",1,"Stratum A2","221714/08","10mg","30"
"APO-RAMIPRIL",1178550,13.17,"Promopharm S.A.R.L.",1,"Stratum A2","96388/11","10mg","30"
"APO-RAMIPRIL",1178550,13.17,"Promopharm S.A.R.L.",1,"Stratum A2","626,23.08,A1,5.18,Apotex Inc,Canada,8/11/2026","10mg","30"
"APO-RISEDRONATE",925907,10.35,"Promopharm S.A.R.L.",1,"Stratum A2","185986/13","150mg","1"
"APO-ROSUVASTATIN",599354,6.70,"Promopharm S.A.R.L.",1,"Stratum A1","186099/13","10mg","30"
"APO-ROSUVASTATIN",599354,6.70,"Promopharm S.A.R.L.",1,"Stratum A1","186100/13","20mg","30"
"APO-ROSUVASTATIN",599354,6.70,"Promopharm S.A.R.L.",1,"Stratum A1","186101/13","40mg","30"
"APO-TADALAFIL",1635456,18.27,"Promopharm S.A.R.L.",1,"Stratum B","25117/1","5mg","30"
"APO-TADALAFIL",1111358,12.42,"Promopharm S.A.R.L.",1,"Stratum A2","62920/1","20mg","4"
"APO-TADALAFIL",888280,9.92,"Promopharm S.A.R.L.",1,"Stratum A2","63020/1","10mg","4"
"APO-TAMSULOSIN CR",607417,6.79,"Promopharm S.A.R.L.",1,"Stratum A1","187401/13","0.4mg","30"
"APO-TERBINAFINE",1245742,13.92,"Promopharm S.A.R.L.",1,"Stratum A2","221407/08","250mg","30"
"APOTHECARE LORATADINE",430030,4.80,"Promopharm S.A.R.L.",1,"Stratum A1","208656/03","10mg","30"
"APREPITANT BIOGARAN",1986199,22.19,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum B","186919/1","80mg","2"
"APREPITANT BIOGARAN 125MG APREPITANT BIOGARAN 80MG",2980643,33.30,"Commercial and Trading Ressources SAL (CTR)",1,"Stratum B","187019/1","1Gélule 125mg +2Gélules 80mg","1+2"
"APRIVA",41455526,463.19,"Droguerie Mercury S.A.L.",1,"Stratum E1","153921/1","30mg","60"
"APRIVA STARTER PACK",22154866,247.54,"Droguerie Mercury S.A.L.",0,"Stratum D","153821/1","10mg, 20mg, 30mg","29"
"APROVEL",651764,7.28,"Mersaco",1,"Stratum A1","27422/1","150mg","28"
"APROVEL",651764,7.28,"Mersaco",1,"Stratum A1","26722/1","300mg","28"
"APROVEL",651764,7.28,"Mersaco",1,"Stratum A1","128623/1","150mg","28"
"APROVEL",651764,7.28,"Mersaco",1,"Stratum A1","128723/1","300mg","28"
"ARACENAC",330585,3.69,"Ecopharm",1,"Stratum A1","83217/1","100mg","20"
"ARAGAM",40075575,447.77,"Droguerie Solupharm SAL",1,"Stratum E1","96585/12","5g/100ml",""
"ARAPRIDE",427342,4.77,"Medis Pharm Drugstore",1,"Stratum A1","47016/1","20mg","28"
"ARATRO",485127,5.42,"Medis Pharm Drugstore",1,"Stratum A1","106023/1","500mg","Box of 3"
"ARATRO",765990,8.56,"Medis Pharm Drugstore",1,"Stratum A2","105523/1","200mg/5ml","Bottle of 30ml"
"ARATRO",403153,4.50,"Medis Pharm Drugstore",1,"Stratum A1","105623/1","200mg/5ml","Bottle of 15ml"
"ARAVA",2230779,24.92,"Mersaco",1,"Stratum B","405421/00","10mg","30"
"ARAVA",3346168,37.39,"Mersaco",1,"Stratum B","405419/00","20mg","30"
"ARBITEN 160",544256,6.08,"Eva Pharm Plus",1,"Stratum A1","168103/10","160mg","30"
"ARBITEN 80",387027,4.32,"Eva Pharm Plus",1,"Stratum A1","168101/10","80mg","30"
"ARBITEN AM 10/160",857372,9.58,"Eva Pharm Plus",1,"Stratum A2","24914/1","10/160mg","30"
"ARBITEN AM 5/160",857372,9.58,"Eva Pharm Plus",1,"Stratum A2","24814/1","5/160mg","30"
"ARBITEN AM PLUS",857372,9.58,"Eva Pharm Plus",1,"Stratum A2","160016/1","160/5/12.5","30"
"ARBITEN PLUS",544256,6.08,"Eva Pharm Plus",1,"Stratum A1","168104/10","160/12.5mg","30"
