Code,Registration number,Brand name,Strength,Presentation,Form,Agent,Manufacturer,Country,Public Price LL,Pharmacist Margin,Stratum,public price Decision 119/1 20230126,Responsible Party Name,Responsible Party Country,Exch_Dates
10363,94820/1,ADVANTAN,,20g,Cream,UPO S.A.L.,Leo Pharma Manufacturing Italy SRL,Italy,"385,683",23.08,A1,4.31,Leo Pharma A/S,Denmark,8/11/2026
10364,94920/1,ADVANTAN,,20g,Ointment,UPO S.A.L.,Leo Pharma Manufacturing Italy SRL,Italy,"385,683",23.08,A1,4.31,Leo Pharma A/S,Denmark,8/11/2026
10892,77021/1,ADVIL,200mg,50,Tablet,Sadco,Pf Consumer Healthcare Canada ULC,Canada,"387,027",23.08,A1,4.32,GlaxoSmithKline Consumer Healthcare ULC,Canada,8/11/2026
10887,76921/1,ADVIL COLD & SINUS,,20,Caplet,Sadco,Pf Consumer Healthcare Canada ULC,Canada,"288,926",23.08,A1,3.23,GlaxoSmithKline Consumer Healthcare ULC,Canada,8/11/2026
10891,97321/1,ADVIL LIQUI-GELS,200mg,32,Capsule,Sadco,Pf Consumer Healthcare Canada ULC,Canada,"464,970",23.08,A1,5.20,GlaxoSmithKline Consumer Healthcare ULC,Canada,8/11/2026
9523,48818/1,ADVIL LIQUI-GELS EXTRA STRENGTH,400mg,24,Capsule,Droguerie Mercury S.A.L.,Pf Consumer Healthcare Canada ULC,Canada,"575,165",23.08,A1,6.43,Pfizer Consumer Healthcare a division of Pfizer Canada ULC,Canada,8/11/2026
6986,97366/12,AERIALLERG,0.5mg/ml,125ml,Syrup,Picomed SARL,Pharma International Co,Jordan,"200,233",23.08,A1,2.24,Pharma International Co,Jordan,8/11/2026
7562,167742/11,AERIALLERG,5mg,30,"Tablet, film coated",Picomed SARL,Pharma International Co,Jordan,"400,465",23.08,A1,4.47,Pharma International Co,Jordan,8/11/2026
5182,24888/07,AERIUS,0.5mg/ml,150ml,Oral Solution,Abela Frères S.A.L.,Organon Heist BV,Belgium,"403,153",23.08,A1,4.50,,,8/11/2026
7509,186613/13,AERIUS,5mg,30,"Tablet, film coated",Abela Frères S.A.L.,Schering Plough Labo NV,Belgium,"430,030",23.08,A1,4.80,Merck Sharp & Dohme Ltd,UK,8/11/2026
11702,65022/1,AERIUS,5mg,30,"Tablet, film coated",Abela Frères S.A.L.,Organon Heist BV,Belgium,"430,030",23.08,A1,4.80,N.V. Organon,The Netherlands,8/11/2026
7445,219222/09,AEROCORT-A HFA,,200metered doses,Inhaler,Droguerie de l'Union,Cipla Ltd,India,"541,569",23.08,A1,6.05,Cipla Ltd,India,8/11/2026
12303,165120/1,AEROFOR,12mcg,30,"Capsule, inhalation powder + inhaler",Macromed S.A.R.L.,Teriak SA,Tunisia,"897,687",23.08,A2,10.03,Teriak SA,Tunisia,8/11/2026
12304,165020/1,AEROFOR,12mcg,60,"Capsule, inhalation powder + inhaler",Macromed S.A.R.L.,Teriak SA,Tunisia,"1,709,368",23.08,B,19.10,Teriak SA,Tunisia,8/11/2026
12076,175820/1,AERONIDE,400mcg,60caps+inhaler,Powder for oral inhalation,Macromed S.A.R.L.,Teriak SA,Tunisia,"2,116,552",23.08,B,23.65,Teriak SA,Tunisia,8/11/2026
12077,175920/1,AERONIDE,200mcg,60caps+inhaler,Powder for oral inhalation,Macromed S.A.R.L.,Teriak SA,Tunisia,"1,150,329",23.08,A2,12.85,Teriak SA,,8/11/2026
9346,216/1,AETHOXYSKLEROL,3%,5Ampoules x 2ml,Injection solution,Medway Healthcare SARL Single Partner,Chemische Fabrik Kreussler & Co GmbH,Germany,"2,576,146",23.08,B,28.78,Chemische Fabrik Kreussler & Co GmbH,Germany,8/11/2026
9347,416/1,AETHOXYSKLEROL,0.5%,5Ampoules x 2ml,Injection solution,Medway Healthcare SARL Single Partner,Chemische Fabrik Kreussler & Co GmbH,Germany,"1,441,943",23.08,B,16.11,Chemische Fabrik Kreussler & Co GmbH,Germany,8/11/2026
9348,316/1,AETHOXYSKLEROL,1%,5Ampoules x 2ml,Injection solution,Medway Healthcare SARL Single Partner,Chemische Fabrik Kreussler & Co GmbH,Germany,"1,732,213",23.08,B,19.35,Chemische Fabrik Kreussler & Co GmbH,Germany,8/11/2026
5897,218674/10,AFINITOR,5mg,30,Tablet,Khalil Fattal & Fils S.A.L.,Novartis Pharma Stein AG,Switzerland,"149,125,651",2.44,E2,"1,666.21",Novartis Pharma AG,Switzerland,8/11/2026
6930,96704/12,AFINITOR,10mg,30,Tablet,Khalil Fattal & Fils S.A.L.,Novartis Pharma Stein AG,Switzerland,"214,674,575",2.44,E2,"2,398.60",Novartis Pharma AG,Switzerland,8/11/2026
5489,219721/09,AGGRASTAT,0.25mg/ml,1x50ml,concentrate for solution for Infusion,Droguerie de l'Union,Algorithm S.A.L. under license from Cardiome International AG USA,Lebanon,"18,280,324",19.35,D,204.25,,,8/11/2026
7282,219456/09,AGGRIX 75,,28,"Tablet, film coated",Macromed S.A.R.L.,Midpharma,Jordan,"1,204,083",23.08,A2,13.45,Midpharma,Jordan,8/11/2026
9833,193718/1,AIMOVIG,70mg/ml,pre-filled pen,solution for injection,Khalil Fattal & Fils S.A.L.,Amgen Manufacturing Ltd,USA,"35,423,371",19.35,D,395.79,Novartis Pharma AG,Switzerland,8/11/2026
7864,96553/12,AIRFAST,10mg,30,"Tablet, film coated",Mersaco,Tabuk Pharmaceutical Manufacturing Company ,Saudi Arabia,"802,274",23.08,A2,8.96,Tabuk Pharmaceutical Manufacturing Company ,Saudi Arabia,8/11/2026
11890,72221/1,AIRFAST PEDIATRICS,4mg,28,Sachets granules for oral solution,Mersaco,Tabuk Pharmaceutical Manufacturing Company ,Saudi Arabia,"880,217",23.08,A2,9.83,Tabuk Pharmaceutical Manufacturing Company ,Saudi Arabia,8/11/2026
482,27943/95,AIRTAL 100MG 20,100mg,20,"Tablet, film coated",Droguerie Phenicia,"Industrias Farmaceuticas Almirall, S.A.",Spain,"471,689",23.08,A1,5.27,Almirall SA,Spain,8/11/2026
571,974097/02,AIRTAL DIFUCREM 1.5%,1.5%,60g,Cream,Droguerie Phenicia,Almirall Hermal GmbH,Germany,"536,193",23.08,A1,5.99,Almirall SA,Spain,8/11/2026
12233,6224/1,AKEEGA,100mg/500mg,56,"Tablet, film coated",Abela Frères S.A.L.,Patheon France SAS,France,"519,366,124",2.44,E2,"5,802.97",Janssen Cilag International NV,Belgium,8/11/2026
12234,6324/1,AKEEGA,50mg/500mg,56,"Tablet, film coated",Abela Frères S.A.L.,Patheon France SAS,France,"519,366,124",2.44,E2,"5,802.97",Janssen Cilag International NV,Belgium,8/11/2026
11171,134121/1,AKLIEF,50mcg/g,75g,Cream,Raymond Georges Abou Adal & Co,Galderma,France,"4,359,425",23.08,B,48.71,Galderma International,France,8/11/2026
8551,26816/1,AKYNZEO,300mg/0.5mg,1,"Capsule, hard",Mersaco,Helsinn Birex Pharmaceuticals Ltd,Ireland,"7,364,372",21.26,C,82.28,Helsinn Birex Pharmaceuticals Ltd,Ireland,8/11/2026
1350,973998/02,ALBENDA,200mg,2,Tablet,Pharmanet Drugstore S.A.R.L.,Julphar,United Arab Emirates,"116,914",23.08,A1,1.31,,,8/11/2026
1351,973999/02,ALBENDA,400mg,20ml,Suspension,Pharmanet Drugstore S.A.R.L.,Julphar,United Arab Emirates,"129,009",23.08,A1,1.44,,,8/11/2026
12432,98625/1,ALBENDACURE,200mg,2,Tablet,Tamipharm,"UBSA Pharma Industries SARL (Secondary Packaging), manufacturer: Livealth Biopharma Pvt. Ltd, India",Lebanon,"127,985",23.08,A1,1.43,,,8/11/2026
12016,131824/1,ALBENDAZOLE-UBSA,200mg,2,Tablet,L. Pharm SAL,"UBSA Pharma Industries SARL (Secondary Packaging), manufacturer: Livealth Biopharma Pvt. Ltd, India",Lebanon,"127,985",23.08,A1,1.43,,,8/11/2026
12552,20726/1,ALBEZORA,200mg,2,Tablet,MH Pharma SARL,"UBSA Pharma Industries SARL (Secondary Packaging), manufacturer: Livealth Biopharma Pvt. Ltd, India",Lebanon,"116,466",23.08,A1,1.30,,,8/11/2026
12213,63524/1,ALBUKEY,20%,50ml,Infusion  solution,Mediterranean Pharmaceutical Company,Pharminicio SL,Spain,"4,863,366",23.08,B,54.34,Pharminicio SL,Spain,8/11/2026
12183,119124/1,ALBUREL HUMAN ALBUMIN BP,20%,Box of 50ml,Solution,Levant Pulse SARL,Reliance Life Sciences pvt Ltd,India,"3,836,670",23.08,B,42.87,Reliance Life Sciences pvt Ltd,India,8/11/2026
12184,119024/1,ALBUREL HUMAN ALBUMIN BP,20%,Box of 100ml,Solution,Levant Pulse SARL,Reliance Life Sciences pvt Ltd,India,"6,353,687",23.08,B,70.99,Reliance Life Sciences pvt Ltd,India,8/11/2026
3487,148247/03,ALBUTEIN,20%,100ml,,Alfamed S.A.L.,Grifols Biologicals LLC,USA,"7,154,928",21.26,C,79.94,Grifols Biologicals LLC,USA,8/11/2026
3489,148245/03,ALBUTEIN,20%,50ml,,Alfamed S.A.L.,Grifols Biologicals LLC,USA,"4,031,528",23.08,B,45.05,Grifols Biologicals LLC,USA,8/11/2026
8794,110115/1,ALDACTONE,25mg,20,Tablet,Droguerie Fattal  S.A.L.,Piramal Healthcare UK Ltd,UK,"237,860",23.08,A1,2.66,Pfizer Ltd,UK,8/11/2026
10396,197819/1,ALDACTONE,100mg,10,Tablet,Droguerie Fattal  S.A.L.,Piramal Healthcare UK Ltd,UK,"458,250",23.08,A1,5.12,Pfizer Ltd,UK,8/11/2026
12529,86124/1,ALDARA,5%,12 Sachets,Cream,Omnipharma,CPM ContractPharma GmbH & Co KG,Germany,"6,301,277",23.08,B,70.41,Viatris Healthcare GmbH,Germany,8/11/2026
9772,160618/1,ALDEX,5g/100ml,50ml Viaflex bag,Injectable solution,Alfa Laboratoires S.A.L.,Alfa Laboratoires S.A.L.,Lebanon,"190,764",16.67,,2.13,,,8/11/2026
9790,160718/1,ALDEX,5g/100ml,100ml Viaflex bag,Injectable solution,Alfa Laboratoires S.A.L.,Alfa Laboratoires S.A.L.,Lebanon,"190,764",16.67,,2.13,,,8/11/2026
9791,193318/1,ALDEX,5g/100ml,250ml Viaflex bag,Injectable solution,Alfa Laboratoires S.A.L.,Alfa Laboratoires S.A.L.,Lebanon,"187,316",16.67,,2.09,,,8/11/2026
9792,177618/1,ALDEX,5g/100ml,500ml Viaflex bag,Injectable solution,Alfa Laboratoires S.A.L.,Alfa Laboratoires S.A.L.,Lebanon,"201,107",16.67,,2.25,,,8/11/2026
9793,177718/1,ALDEX,5g/100ml,1000ml Viaflex bag,Injectable solution,Alfa Laboratoires S.A.L.,Alfa Laboratoires S.A.L.,Lebanon,"226,388",16.67,,2.53,,,8/11/2026
4304,11283,ALDOMET,250mg  ,30,"Tablet, coated",Droguerie de l'Union,Algorithm S.A.L.,Lebanon,"644,400",23.08,A1,7.20,,,8/11/2026
4314,20919,ALDOMET,500mg,30,"Tablet, coated",Droguerie de l'Union,Algorithm S.A.L.,Lebanon,"856,708",23.08,A2,9.57,,,8/11/2026
11061,52422/1,ALDURAZYME,100U/ml,1Vial x 5ml,Concentrate for solution for infusion,Mersaco,Euroapi UK Limited,UK,"57,138,680",10.71,E1,638.42,Aventis Pharma Ltd,UK,8/11/2026
9459,178617/1,ALECENSA,150mg,224,"Capsule, hard",Omnipharma,Excella GmbH,Germany,"490,837,809",2.44,E2,"5,484.22",F. Hoffmann La Roche Ltd,Switzerland,8/11/2026
6691,97043/12,ALERGICAL EXPECTORANT,,150ml,SYRUP,Taba Chemipharm,Laboratorio Reig Jofre SA,Spain,"485,127",23.08,A1,5.42,Instituto Llorente,Spain,8/11/2026
10014,67419/1,ALERJON,,10ml,Eye drops solution,Abela Frères S.A.L.,Laboratorio Edol Produtos Farmaceuticos SA,Portugal,"528,130",23.08,A1,5.90,Laboratorio Edol Produtos Farmaceuticos SA,Portugal,8/11/2026
3358,195035/04,ALEXAN,100mg/5ml,1,Vial,Khalil Fattal & Fils S.A.L.,Fareva Unterach GmbH,Austria,"1,209,458",23.08,A2,13.51,,,8/11/2026
5327,221412/08,ALEXAN,1000mg/20ml,1,Vial,Khalil Fattal & Fils S.A.L.,Fareva Unterach GmbH,Austria,"2,848,946",23.08,B,31.83,,,8/11/2026
12023,129324/1,ALFA-AMYLASE BGR CONSEIL,"3,000U.CEIP",18,Comprimé enrobé,Commercial and Trading Ressources SAL (CTR),Inpharmasci,France,"290,270",23.08,A1,3.24,Laboratoires Biogaran,France,8/11/2026
12024,129424/1,ALFA-AMYLASE BGR CONSEIL,200U.CEIP/ml,Flacon de 200ml,Sirop,Commercial and Trading Ressources SAL (CTR),Farmaclair,France,"384,339",23.08,A1,4.29,Laboratoires Biogaran,France,8/11/2026
8306,185804/13,ALFOCIN,10mg,30,"Tablet, extended release",Benta Trading Co s.a.l.,Benta SAL,Lebanon,"858,779",23.08,A2,9.60,,,8/11/2026
12403,128024/1,ALFUZOSINE ARROW LP,10mg,30,"Tablet, film coated, sustained release",Darapharma S.A.L.,APL Swift Services (Malta) Limited,Malta,"743,145",23.08,A2,8.30,Arrow Génériques,France,8/11/2026
11203,103122/1,ALFUZOSINE BIOGARAN LP,10mg,30,Comprimés pelliculés à libération prolongée,Commercial and Trading Ressources SAL (CTR),Holsten Pharma GmbH,Germany,"1,115,389",23.08,A2,12.46,Laboratoires Biogaran,France,8/11/2026
9776,122218/1,ALGESAL SURACTIVE,,40g,Crème,L. Pharm SAL,Pharma Developpement,France,"1,006,538",23.08,A2,11.25,Pharma Developpement,France,8/11/2026
9915,159015/1,ALGIFAST 400,400mg,12sachets,Powder for oral suspension,Pharmacie Al Sahel,Laboratorio De Aplicaciones Farmacodinamicas SA (FARDI),Spain,"473,033",23.08,A1,5.29,Laboratorio De Aplicaciones Farmacodinamicas SA (FARDI),Spain,8/11/2026
10914,153620/1,ALGIFAST PEDIATRIC,20mg/ml,100ml,Oral suspension,Pharmacie Al Sahel,Laboratorio De Aplicaciones Farmacodinamicas SA (FARDI),Spain,"393,746",23.08,A1,4.40,Laboratorio De Aplicaciones Farmacodinamicas SA (FARDI),Spain,8/11/2026
2107,208370/02,ALGIKEY,30mg,6Amp,Injectable,Mediterranean Pharmaceutical Company,Laboratorios Serra Pamies SA,Spain,"873,498",23.08,A2,9.76,Pharminicio SL,Spain,8/11/2026
11083,72822/1,ALGIVIC,250mg,12,Suppository,Pharmamedic S.A.R.L.,"Chaoul Pharmaceuticals (Cha-pha) SAL, Lebanon (Packing) Manufactured by Fulton Medicinali SpA, Italy",Lebanon,"215,015",23.08,A1,2.40,,,8/11/2026
11084,72622/1,ALGIVIC,500mg,12,Suppository,Pharmamedic S.A.R.L.,"Chaoul Pharmaceuticals (Cha-pha) SAL, Lebanon (Packing) Manufactured by Fulton Medicinali SpA, Italy",Lebanon,"147,183",23.08,A1,1.64,,,8/11/2026
11085,72722/1,ALGIVIC INFANT,125mg,12,Suppository,Pharmamedic S.A.R.L.,"Chaoul Pharmaceuticals (Cha-pha) SAL, Lebanon (Packing) Manufactured by Fulton Medicinali SpA, Italy",Lebanon,"199,657",23.08,A1,2.23,,,8/11/2026
6484,218789/09,ALGOCOD,,32 (16x2),"Tablet, effervescent",Pharmamedic S.A.R.L.,SMB Technology SA,Belgium,"299,677",23.08,A1,3.35,SMB SA,Belgium,8/11/2026
6886,219452/09,ALGODOL,,20,Capsule,Pharmamedic S.A.R.L.,Mediphar Laboratories,Lebanon,"317,403",23.08,A1,3.55,,,8/11/2026
10681,16621/1,ALGOMIEL COUGH SYRUP,,100ml,,Droguerie de l'Union,Algorithm S.A.L.,Lebanon,"639,925",23.08,A1,7.15,Algorithm S.A.L.,Lebanon,8/11/2026
10495,190019/1,ALIMTA,100mg,1vial,For injection,Droguerie de l'Union,Lilly France,France,"16,854,009",19.35,D,188.31,Lilly France,France,8/11/2026
10494,189919/1,ALIMTA,500mg,1vial,For injection,Droguerie de l'Union,Lilly France,France,"78,132,798",10.71,E1,872.99,Lilly France,France,8/11/2026
7987,120214/1,ALLERGODIL,,6ml,Eye drops solution,Omnipharma,Tubilux Pharma SpA,Italy,"709,549",23.08,A1,7.93,Meda Pharma GmbH & Co KG,Germany,8/11/2026
7877,166948/11,ALLERGODIL NASAL,,10ml,Spray,Omnipharma,Madaus GmbH,Germany,"657,139",23.08,A1,7.34,Meda Pharma GmbH & Co KG,Germany,8/11/2026
11089,115722/1,ALLOPURINOL BIOGARAN,100mg,28,Comprimés,Commercial and Trading Ressources SAL (CTR),Delpharm Bretigny,France,"107,507",23.08,A1,1.20,Laboratoires Biogaran,France,8/11/2026
11090,115622/1,ALLOPURINOL BIOGARAN,200mg,28,Comprimés,Commercial and Trading Ressources SAL (CTR),Delpharm Bretigny,France,"169,324",23.08,A1,1.89,Laboratoires Biogaran,France,8/11/2026
11091,115522/1,ALLOPURINOL BIOGARAN,300mg,28,Comprimés,Commercial and Trading Ressources SAL (CTR),Delpharm Bretigny,France,"212,327",23.08,A1,2.37,Laboratoires Biogaran,France,8/11/2026
8411,166818/11,ALMIRAL,1% w/w,50g,Gel,New Allpharma,Medochemie Ltd,Cyprus,"396,434",23.08,A1,4.43,Medochemie Ltd,Cyprus,8/11/2026
8707,127715/1,ALMIRAL,75mg/3ml,10ampoules,Injectable solution,New Allpharma,Medochemie Ltd,Cyprus,"415,247",23.08,A1,4.64,Medochemie Ltd,Cyprus,8/11/2026
10527,21920/1,ALMOVITAE,12.5mg,6,"Tablet, film coated",Promopharm S.A.R.L.,SAG Manufacturing SLU,Spain,"1,148,985",23.08,A2,12.84,Galenicum Health SL,Spain,8/11/2026
11985,112823/1,ALOPEXY,5%,60ml,Cutaneous solution,Mersaco,Pierre Fabre Medicament Production,France,"896,343",23.08,A2,10.02,Pierre Fabre Medicament ,France,8/11/2026
8286,55315/1,ALOXI,0.25mg/5ml,1Vial,Injectable solution,Mersaco,Helsinn Birex Pharmaceuticals Ltd,Ireland,"3,656,595",23.08,B,40.86,Helsinn Birex Pharmaceuticals Ltd,Ireland,8/11/2026
8890,70215/1,ALPEEN,4000IU,10 vials,Injectable solution for IV/SC use,Raymond Georges Abou Adal & Co,Arwan Pharmaceutical Industries Lebanon SAL,Lebanon,"8,728,144",21.26,C,97.52,Arwan Pharmaceutical Industries Lebanon SAL,Lebanon,8/11/2026
9830,61819/1,ALPEEN,4000IU,1 vials,Injectable solution for IV/SC use,Raymond Georges Abou Adal & Co,Arwan Pharmaceutical Industries Lebanon SAL,Lebanon,"1,127,036",23.08,B,12.59,,,8/11/2026
10774,4922/1,ALPEEN,4000IU,5 vials,Injectable solution for IV/SC use,Raymond Georges Abou Adal & Co,Arwan Pharmaceutical Industries Lebanon SAL,Lebanon,"4,748,244",23.08,B,53.05,,,8/11/2026
10775,108621/1,ALPEEN,"10,000IU",1vial,Injectable solution for IV/SC use,Raymond Georges Abou Adal & Co,Arwan Pharmaceutical Industries Lebanon SAL,Lebanon,"4,036,903",23.08,B,45.11,,,8/11/2026
11473,91122/1,ALPEEN,"40,000IU",1Vial,Injectable solution for IV/SC use,Raymond Georges Abou Adal & Co,Arwan Pharmaceutical Industries Lebanon SAL,Lebanon,"11,210,836",19.35,D,125.26,,,8/11/2026
11692,129323/1,ALPEEN,"10,000IU",3Vials,Injectable solution for IV/SC use,Raymond Georges Abou Adal & Co,Arwan Pharmaceutical Industries Lebanon SAL,Lebanon,"10,661,285",19.35,D,119.12,,,8/11/2026
4098,24140/06,ALPHAGAN P,0.15%,5ml,Sterile ophtalmic solution,Mersaco,Allergan,USA,"999,819",23.08,A2,11.17,,,8/11/2026
11730,85723/1,ALPHAGAN P,0.15%,5ml,Sterile ophtalmic solution,Mersaco,Allergan,USA,"999,819",23.08,A2,11.17,Abbvie Inc,USA,8/11/2026
12203,120124/1,ALPHAGAN P,0.1%,5ml,Sterile ophtalmic solution,Mersaco,Allergan,USA,"999,819",23.08,A2,11.17,Abbvie Inc,USA,8/11/2026
11580,119320/1,ALPHANOVA,0.15%,5ml,Sterile ophtalmic solution,Macromed S.A.R.L.,Orchidia Pharmaceutical Industries,Egypt,"599,354",23.08,A1,6.70,Orchidia Pharmaceutical Industries,Egypt,8/11/2026
11094,98622/1,ALPRAZOLAM BIOGARAN,0.5mg,30,Comprimés sécables,Commercial and Trading Ressources SAL (CTR),Egis Pharmaceuticals PLC,Hungary,"169,324",23.08,A1,1.89,Laboratoires Biogaran,France,8/11/2026
11095,98522/1,ALPRAZOLAM BIOGARAN,0.25mg,30,Comprimés sécables,Commercial and Trading Ressources SAL (CTR),Egis Pharmaceuticals PLC,Hungary,"115,570",23.08,A1,1.29,Laboratoires Biogaran,France,8/11/2026
4239,195348/04,ALPROX,1mg,30,Tablet,Droguerie de l'Union,Algorithm S.A.L.,Lebanon,"895,895",23.08,A2,10.01,,,8/11/2026
4332,148305/03,ALPROX,0.5mg,30,Tablet,Droguerie de l'Union,Algorithm S.A.L.,Lebanon,"383,955",23.08,A1,4.29,,,8/11/2026
10377,138419/1,ALTEBREL,50mg/1ml,4prefilled syringes,Solution for injection,Lebiran SARL,Aryogen Pharmed,Iran,"14,833,767",10.71,E1,165.74,Aryogen Pharmed,Iran,8/11/2026
10410,138519/1,ALTEBREL,25mg/0.5ml,4pre-filled syringes,Solution for injection,Lebiran SARL,Aryogen Pharmed,Iran,"27,383,989",19.35,D,305.97,Aryogen Pharmed,Iran,8/11/2026
10146,22720/1,ALTO D 10.000,"10,000IU",30,Capsule,Al Hikma Baalbek Pharmacy,Benta SAL,Lebanon,"895,895",23.08,A2,10.01,,,8/11/2026
10697,73321/1,ALTUM,"50,000IU",10,"Capsule, hard",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,"712,620",23.08,A2,7.96,,,8/11/2026
10251,81320/1,ALTUM-D3,"10,000IU",30,Capsule,Pharmaline S.A.L.,Pharmaline SAL,Lebanon,"561,342",23.08,A2,6.27,,,8/11/2026
12501,94825/1,ALTUM-D3,"50,000IU",10,"Capsule, hard",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,"712,620",23.08,A2,7.96,,,8/11/2026
10442,79720/1,ALUNBRIG,30mg,28,"Tablet, film coated",Century Pharma SAL,Takeda Austria GmbH,Austria,"87,227,357",2.44,E2,974.61,Takeda Pharma AS,Denmark,8/11/2026
10443,79820/1,ALUNBRIG,90mg,28,"Tablet, film coated",Century Pharma SAL,Takeda Austria GmbH,Austria,"261,678,963",2.44,E2,"2,923.79",Takeda Pharma AS,Denmark,8/11/2026
10444,79920/1,ALUNBRIG,180mg,28,"Tablet, film coated",Century Pharma SAL,Takeda Austria GmbH,Austria,"409,120,926",2.44,E2,"4,571.18",Takeda Pharma AS,Denmark,8/11/2026
4725,27567/94,ALURIC,300mg,30,"Tablet, scored",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,"175,339",23.08,A1,1.96,,,8/11/2026
5175,24510/07,ALVIGO,16mg,60,Tablet,Droguerie de l'Union,Algorithm S.A.L.,Lebanon,"1,204,339",23.08,A2,13.46,,,8/11/2026
10328,138619/1,ALVOCADE,3.5mg,1Vial,Powder for injection for IV bolus or SC injection,Lebiran SARL,Nano Fanavaran Darouei Alvand Co (Nano Alvand),Iran,"14,169,600",19.35,D,158.32,Nano Fanavaran Darouei Alvand Co (Nano Alvand),Iran,8/11/2026
6088,219521/09,ALZEPIL,5mg,30,Tablet,Pharmapro,Mediphar Laboratories,Lebanon,"1,406,555",23.08,A2,15.72,,,8/11/2026
6089,219522/09,ALZEPIL,10mg,30,Tablet,Pharmapro,Mediphar Laboratories,Lebanon,"1,908,256",23.08,B,21.32,,,8/11/2026
9130,186117/13,AMANAM 500,,1 vial,,Swiss Pharm S.A.R.L.,Swiss Parenterals Ltd,India,"997,131",23.08,A2,11.14,Swiss Parenterals Ltd,India,8/11/2026
10879,28022/1,AMARYL,1mg,30,Tablet,Mersaco,Sanofi SRL,Italy,"231,141",23.08,A1,2.58,Sanofi Aventis Deutschland GmbH,Germany,8/11/2026
10880,27922/1,AMARYL,2mg,30,Tablet,Mersaco,Sanofi SRL,Italy,"233,829",23.08,A1,2.61,Sanofi Aventis Deutschland GmbH,Germany,8/11/2026
10881,27822/1,AMARYL,3mg,30,Tablet,Mersaco,Sanofi SRL,Italy,"392,402",23.08,A1,4.38,Sanofi Aventis Deutschland GmbH,Germany,8/11/2026
10882,27722/1,AMARYL,4mg,30,Tablet,Mersaco,Sanofi SRL,Italy,"392,402",23.08,A1,4.38,Sanofi Aventis Deutschland GmbH,Germany,8/11/2026
9985,20319/1,AMBISOME,50mg,1,Vial,Khalil Fattal & Fils S.A.L.,Gilead Sciences Ireland UC,Ireland,"13,126,040",21.26,C,146.66,Gilead Sciences Ireland UC,Ireland,8/11/2026
6706,219295/09,AMEPRIDE,1mg,30,Tablet,Premium Serve Drugstore Co. P.S.D. SAL,The United Pharmaceutical Manufacturing Co Ltd,Jordan,"137,072",23.08,A1,1.53,The United Pharmaceutical Manufacturing Co Ltd,Jordan,8/11/2026
6707,219296/09,AMEPRIDE,2mg,30,Tablet,Premium Serve Drugstore Co. P.S.D. SAL,The United Pharmaceutical Manufacturing Co Ltd,Jordan,"139,760",23.08,A1,1.56,The United Pharmaceutical Manufacturing Co Ltd,Jordan,8/11/2026
6708,219297/09,AMEPRIDE,3mg,30,Tablet,Premium Serve Drugstore Co. P.S.D. SAL,The United Pharmaceutical Manufacturing Co Ltd,Jordan,"215,015",23.08,A1,2.40,The United Pharmaceutical Manufacturing Co Ltd,Jordan,8/11/2026
6709,219298/09,AMEPRIDE,4mg,30,Tablet,Premium Serve Drugstore Co. P.S.D. SAL,The United Pharmaceutical Manufacturing Co Ltd,Jordan,"215,015",23.08,A1,2.40,The United Pharmaceutical Manufacturing Co Ltd,Jordan,8/11/2026
10853,95517/1,AMICINE,500mg/2ml,5Vials,Solution for infusion for IV or IM injection,Bellapharma S.A.R.L.,MS Pharma,Jordan,"1,749,683",23.08,B,19.55,MS Pharma,Jordan,8/11/2026
6180,24701/07,AMIKACIN SULPHATE,500mg/2ml,1vialx2ml,Injectable solution,Medi drug International SAL (MDI),Anfarm Hellas SA,Greece,"372,244",23.08,A1,4.16,Anfarm Hellas SA,Greece,8/11/2026
12502,139924/1,AMIKACIN-ORBUCELL,500mg,10Vials x 2ml,Solution for injection,Pharmadex,Packed by Pharmadex SAL Lebanon under license from Orbucell Pharma Canada,Lebanon,"3,711,565",23.08,B,41.47,,,8/11/2026
4416,2237/94,AMINOPHYLLINE,100mg,100,"Tablet, scored",Medapharm Healthcare SAL,Mediphar Laboratories,Lebanon,"445,388",23.08,A1,4.98,,,8/11/2026
4583,2721,AMINOPHYLLINE ADULTS,350mg,10,Suppository,Pharmadex,Pharmadex,Lebanon,"244,451",23.08,A1,2.73,,,8/11/2026
4593,2722,AMINOPHYLLINE CHILDREN,100mg,10,Suppository,Pharmadex,Pharmadex,Lebanon,"203,496",23.08,A1,2.27,,,8/11/2026
2127,G0344/91,AMINOPHYLLINE RENAUDIN,250mg/10ml,bt 10Ampoules,Sol p perfusion,Minapharm Halabi,"Renaudin
",France,"739,113",23.08,A2,8.26,"Renaudin
",France,8/11/2026
8409,105015/1,AMINOPLASMAL B. BRAUN,10%,500ml,Infusion solution,Droguerie de l'Union,B. Braun Melsungen AG,Germany,"1,036,103",23.08,A2,11.58,B. Braun Melsungen AG,Germany,8/11/2026
2473,261021,AMINOVEN 10%,10%,500ml,Infusion solution,Benta Trading Co s.a.l.,Fresenius Kabi Austria GmbH,Austria,"951,440",23.08,A2,10.63,,,8/11/2026
